Timestamp,Tweet Text,Gender,Account,Latitude,Longitude,#NAME?,#NAME?,Language,Tension,Numeric Tension
23/02/2016 22:38,"Not a good day for #oxford today! First #didcot now this, I hope she gets better soon. #HitAndRunOxford #RoseHill https://t.co/bfXGyaoFWk",MALE,OwenNeligan,0,0,3,-1,EN,IRRELEVANT,0
23/02/2016 22:38,RT @InAylesburyTown: Desperate hunt for 3 missing workers in ruins of #Didcot power plant https://t.co/7j5KUw9GlD https://t.co/OleRaCFMgY h…,FEMALE,houganai,0,0,1,-3,EN,IRRELEVANT,0
23/02/2016 22:39,RT @DailyMailUK: Desperate hunt for three missing workers in ruins of collapsed #Didcot power plant https://t.co/CUPwuawqbZ https://t.co/Bj…,MALE,Derek5Coms,0,0,1,-3,EN,IRRELEVANT,0
23/02/2016 22:39,"RT @BBCBreaking: Oxfordshire Fire and Rescue say one person has died, three are missing in #Didcot collapse https://t.co/aikKMNTC1Z https:/…",UNKNOWN,KaramelwithaK,0,0,1,-2,EN,HIGH_TENSION,3
23/02/2016 22:39,"RT @BBCBreaking: Oxfordshire Fire and Rescue say one person has died, three are missing in #Didcot collapse https://t.co/aikKMNTC1Z https:/…",UNKNOWN,jtq64722,0,0,1,-2,EN,HIGH_TENSION,3
23/02/2016 22:39,RT @DailyMailUK: Desperate hunt for three missing workers in ruins of collapsed #Didcot power plant https://t.co/CUPwuawqbZ https://t.co/Bj…,FEMALE,AngelaH58,0,0,1,-3,EN,IRRELEVANT,0
23/02/2016 22:39,@CORNERSTONEfun youth theatre still went ahead smoothly tonight despite events in #Didcot Wishing well to those affected and rescue teams,UNKNOWN,GoboTheatre,0,0,1,-1,EN,IRRELEVANT,0
23/02/2016 22:39,RT @DailyMailUK: Desperate hunt for three missing workers in ruins of collapsed #Didcot power plant https://t.co/CUPwuawqbZ https://t.co/Bj…,UNKNOWN,shiroboshiya,0,0,1,-3,EN,IRRELEVANT,0
23/02/2016 22:40,RT @ThamesVP: Joint press release on behalf of the emergency services regarding the incident at Didcot Power Station #Didcot https://t.co/n…,MALE,ambobronze,0,0,1,-2,EN,IRRELEVANT,0
23/02/2016 22:40,"RT @BBCBreaking: Oxfordshire Fire and Rescue say one person has died, three are missing in #Didcot collapse https://t.co/aikKMNTC1Z https:/…",FEMALE,BevVincent,0,0,1,-2,EN,HIGH_TENSION,3
